StudyID,Beta ID,Publication,Pubyear,Experimental site,Experimental coordinate,Latitude,Latitude_Subgroup,Longitude,Longitude_Subgroup,MAPmean,MAPmean_Subgroup,MATmean,MATmean_Subgroup,,Pre-crop types,Sub-crop types,Sub-crop types,,Pre-Class,Sub-Class,Class,,Family,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,PlantConsistent,PlantStageSubgroup,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,RotationcyclesSubgroup,DurationSubgroup,,Rotation_cycles,Species_Richness,SpeciesRichnessSubgroup,Duration,BacterialPrimer,Primer,,Variable,Methods,Xc,Sc,Xe,Se,Nc,Ne,RR,Vi,,,,,pHCK,RRpH,,SOCCK,RRSOC,,TCCK,RRTOC,,TNCK,RRTN,,NO3CK,RRNO3,,NH4CK,RRNH4,,APCK,RRAP,,AKCK,RRAK,,ANCK,RRAN,,YieldCK,RRYield
99,99B,"Song et al., 2022 (b)",2022,Nenjiang County,"49˚N, 124˚680_E",49,La40,126.33333,Lo-0-180,44.16666794,MAP600,-0.341666549,MAT8,,Soybean,"Wheat, Soybean",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D5-10,D10-20,,6,2,R2,12,NA,ITS1,,Fungal Chao1,Fungal Richness,1217,3.464101615,911,119.5115057,3,3,1.527943748,0.145141748,,,,,6.235849057,-0.007897975,,4.224488903,-0.475198446,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,25.15384615,0.636528287,,324.4230769,-0.337302457,,388.4615385,-0.448455293,,NA,NA
112,112A,"Wang et al., 2021 (a)",2021,"Northeast Institute of Geography and Agroecology, Chinese Academy of Sciences","44°12_N, 125°33_E",44.2,La40,125.55,Lo-0-180,48.16666794,MAP600,4.724999905,MAT8,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Tillage,Unknow,Fertilizer,D5-10,D10-20,,7,2,R2,14,NA,ITS1,,Fungal Shannon,Fungal Shannon,3.54701,0.351450429,4.22814,0.319563374,3,3,-0.120166463,0.096406575,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
112,112B,"Wang et al., 2021 (a)",2021,"Northeast Institute of Geography and Agroecology, Chinese Academy of Sciences","44°12_N, 125°33_E",44.2,La40,125.55,Lo-0-180,48.16666794,MAP600,4.724999905,MAT8,,Maize ,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,No_tillage,Retention,Fertilizer,D5-10,D10-20,,7,2,R2,14,NA,ITS1,,Fungal Shannon,Fungal Shannon,3.38018,0.12782535,4.43041,0.223694362,3,3,-0.141651187,0.120570005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
112,112C,"Wang et al., 2021 (a)",2021,"Northeast Institute of Geography and Agroecology, Chinese Academy of Sciences","44°12_N, 125°33_E",44.2,La40,125.55,Lo-0-180,48.16666794,MAP600,4.724999905,MAT8,,Maize ,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Vegetative stage,Non-Rhizosphere,Fine,Tillage,Unknow,Fertilizer,D5-10,D10-20,,7,2,R2,14,NA,ITS1,,Fungal Shannon,Fungal Shannon,3.44205,0.223694362,3.9941,0.415484348,3,3,1.339820815,0.114725895,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
112,112D,"Wang et al., 2021 (a)",2021,"Northeast Institute of Geography and Agroecology, Chinese Academy of Sciences","44°12_N, 125°33_E",44.2,La40,125.55,Lo-0-180,48.16666794,MAP600,4.724999905,MAT8,,Maize ,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Vegetative stage,Non-Rhizosphere,Fine,No_tillage,Retention,Fertilizer,D5-10,D10-20,,7,2,R2,14,NA,ITS1,,Fungal Shannon,Fungal Shannon,2.72182,0.575214073,4.23324,0.447336762,3,3,-0.673022325,0.248195085,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
112,112E,"Wang et al., 2021 (a)",2021,"Northeast Institute of Geography and Agroecology, Chinese Academy of Sciences","44°12_N, 125°33_E",44.2,La40,125.55,Lo-0-180,48.16666794,MAP600,4.724999905,MAT8,,Maize ,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Maturity stage,Non-Rhizosphere,Fine,Tillage,Unknow,Fertilizer,D5-10,D10-20,,7,2,R2,14,NA,ITS1,,Fungal Shannon,Fungal Shannon,4.13048,0.159781687,4.14751,0.735117004,3,3,-0.326735849,0.097564657,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
112,112F,"Wang et al., 2021 (a)",2021,"Northeast Institute of Geography and Agroecology, Chinese Academy of Sciences","44°12_N, 125°33_E",44.2,La40,125.55,Lo-0-180,48.16666794,MAP600,4.724999905,MAT8,,Maize ,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Maturity stage,Non-Rhizosphere,Fine,No_tillage,Retention,Fertilizer,D5-10,D10-20,,7,2,R2,14,NA,ITS1,,Fungal Shannon,Fungal Shannon,4.31282,0.223746323,3.61317,0.191616781,3,3,0.419771688,0.109967943,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
112,112G,"Wang et al., 2021 (a)",2021,"Northeast Institute of Geography and Agroecology, Chinese Academy of Sciences","44°12_N, 125°33_E",44.2,La40,125.55,Lo-0-180,48.16666794,MAP600,4.724999905,MAT8,,Maize ,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Tillage,Unknow,Fertilizer,D5-10,D10-20,,7,2,R2,14,NA,ITS1,,Fungal Shannon,Fungal Shannon,3.63711,0.28975478,3.99792,0.547934273,3,3,0.67915923,0.160267079,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
112,112H,"Wang et al., 2021 (a)",2021,"Northeast Institute of Geography and Agroecology, Chinese Academy of Sciences","44°12_N, 125°33_E",44.2,La40,125.55,Lo-0-180,48.16666794,MAP600,4.724999905,MAT8,,Maize ,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,No_tillage,Retention,Fertilizer,D5-10,D10-20,,7,2,R2,14,NA,ITS1,,Fungal Shannon,Fungal Shannon,3.78982,0.128777978,4.00193,0.16160034,3,3,0.876796302,0.094418781,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
112,112I,"Wang et al., 2021 (a)",2021,"Northeast Institute of Geography and Agroecology, Chinese Academy of Sciences","44°12_N, 125°33_E",44.2,La40,125.55,Lo-0-180,48.16666794,MAP600,4.724999905,MAT8,,Maize ,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Vegetative stage,Non-Rhizosphere,Fine,Tillage,Unknow,Fertilizer,D5-10,D10-20,,7,2,R2,14,NA,ITS1,,Fungal Shannon,Fungal Shannon,3.53178,0.385693074,3.81824,0.321953604,3,3,0.133138998,0.067417285,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
112,112J,"Wang et al., 2021 (a)",2021,"Northeast Institute of Geography and Agroecology, Chinese Academy of Sciences","44°12_N, 125°33_E",44.2,La40,125.55,Lo-0-180,48.16666794,MAP600,4.724999905,MAT8,,Maize ,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Vegetative stage,Non-Rhizosphere,Fine,No_tillage,Retention,Fertilizer,D5-10,D10-20,,7,2,R2,14,NA,ITS1,,Fungal Shannon,Fungal Shannon,3.68431,0.515423679,4.10088,0.386957471,3,3,0.098859162,0.152395053,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
112,112K,"Wang et al., 2021 (a)",2021,"Northeast Institute of Geography and Agroecology, Chinese Academy of Sciences","44°12_N, 125°33_E",44.2,La40,125.55,Lo-0-180,48.16666794,MAP600,4.724999905,MAT8,,Maize ,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Maturity stage,Non-Rhizosphere,Fine,Tillage,Unknow,Fertilizer,D5-10,D10-20,,7,2,R2,14,NA,ITS1,,Fungal Shannon,Fungal Shannon,2.86847,0.483536624,3.69032,0.2256689,3,3,-1.236072909,0.140208315,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
112,112L,"Wang et al., 2021 (a)",2021,"Northeast Institute of Geography and Agroecology, Chinese Academy of Sciences","44°12_N, 125°33_E",44.2,La40,125.55,Lo-0-180,48.16666794,MAP600,4.724999905,MAT8,,Maize ,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Maturity stage,Non-Rhizosphere,Fine,No_tillage,Retention,Fertilizer,D5-10,D10-20,,7,2,R2,14,NA,ITS1,,Fungal Shannon,Fungal Shannon,4.06589,0.129107067,4.14407,0.193158306,3,3,-0.575476014,0.058620046,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
114,114A,"Wang et al., 2022 (c)",2022,"Field Dry Farming Test Station, Inner Mongolia Autonomous Region, North China","41°14_N, 111°30_E",41.23333,La40,111.5,Lo-0-180,22.83333397,MAP600,2.833333492,MAT8,,Potato,"Potato, Hairy vetch, Hairy vetch",Common vetch,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Coarse,Unknow,Retention,Fertilizer,D3-5,D10-20,,4,2,R2,12,V3-V4,ITS1,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,NA,NA,-1.064362268,0.169038008,,,,,8.19,-0.014760416,,1.01744186,0.290535141,,NA,NA,,NA,NA,,5.71,0.268675975,,5.71,-0.042940407,,23.4,0.413975798,,87.4,1.346318214,,NA,NA,,21.13,0.076943513
114,114B,"Wang et al., 2022 (c)",2022,"Field Dry Farming Test Station, Inner Mongolia Autonomous Region, North China","41°14_N, 111°30_E",41.23333,La40,111.5,Lo-0-180,22.83333397,MAP600,2.833333492,MAT8,,Potato,"Potato, Potato, Hairy vetch",Common vetch,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Coarse,Unknow,Retention,Fertilizer,D3-5,D10-20,,4,2,R2,12,V3-V4,ITS1,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,NA,NA,0.259136136,0.260759362,,,,,8.19,-0.002444989,,1.01744186,-0.077189639,,NA,NA,,NA,NA,,5.71,0.255198683,,5.71,0.255198683,,23.4,0.468934682,,87.4,0.326946791,,NA,NA,,21.13,0.360123793
116,116A,"Wang et al., 2023 (d)",2023,Changwu Agro-ecological Experimental Station on the Loess Plateau,"107°40_E, 35°12_N",35.2,La20-40,107.66667,Lo-0-180,49.16666794,MAP600,10.19999981,MAT8-15,,Wheat,"Wheat, Wheat, Sainfoin",Sainfoin,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Perennial,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Tillage,No_retention,Fertilizer,D5-10,D20-30,,10,2,R2,30,NA,ITS2,,Fungal ACE,Fungal Richness,865.5,93.35753853,774.5,8.660254038,3,3,-1.003781858,0.101152926,,,,,NA,NA,,0.791,0.195716483,,NA,NA,,0.000095,0.1997133,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,9.72,-0.316911711
116,116B,"Wang et al., 2023 (d)",2023,Changwu Agro-ecological Experimental Station on the Loess Plateau,"107°40_E, 35°12_N",35.2,La20-40,107.66667,Lo-0-180,49.16666794,MAP600,10.19999981,MAT8-15,,Wheat,"Wheat, Pea, BroomMaize millet","Pea, BroomMaize millet",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Tillage,No_retention,Fertilizer,D5-10,D20-30,,10,3,R3,30,NA,ITS2,,Fungal ACE,Fungal Richness,865.5,93.35753853,873.4,0.692820323,3,3,-0.526403506,0.094435673,,,,,NA,NA,,0.791,0.034786116,,NA,NA,,0.000095,0,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,9.72,0.049182014
116,116C,"Wang et al., 2023 (d)",2023,Changwu Agro-ecological Experimental Station on the Loess Plateau,"107°40_E, 35°12_N",35.2,La20-40,107.66667,Lo-0-180,49.16666794,MAP600,10.19999981,MAT8-15,,Wheat,"Wheat, BroomMaize millet, Maize","BroomMaize millet, Maize",,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Tillage,No_retention,Fertilizer,D5-10,D20-30,,10,3,R3,30,NA,ITS2,,Fungal ACE,Fungal Richness,865.5,93.35753853,424.7,369.2732322,3,3,-0.141957709,0.127971599,,,,,NA,NA,,0.791,0.048127733,,NA,NA,,0.000095,0.041242959,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,9.72,0.19645306
117,117A,"Wang et al., 2021 (b)",2021,"Mancheng County, Hebei Province, in the central region of North China","38°58_N, 115°27_E",38.96667,La20-40,115.45,Lo-0-180,42.5,MAP600,12.9416666,MAT8-15,,Maize,"Maize, Wheat",Wheat,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Unknow,Unknow,Retention,Fertilizer,D10,D10-20,,15,2,R2,15,NA,ITS1,,Fungal Shannon,Fungal Shannon,4.33,0.07,4.11,0.15,3,3,0.248031598,0.081793024,,,,,8.084210526,-0.006531702,,0.939,0.098306944,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,11.57,0.201299083,,88.11,0.021890081,,35.58,0.078874559,,NA,NA
117,117B,"Wang et al., 2021 (b)",2021,"Mancheng County, Hebei Province, in the central region of North China","38°58_N, 115°27_E",38.96667,La20-40,115.45,Lo-0-180,42.5,MAP600,12.9416666,MAT8-15,,Soybean,"Soybean, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Unknow,Unknow,Retention,Fertilizer,D10,D10-20,,15,2,R2,15,NA,ITS1,,Fungal Shannon,Fungal Shannon,4.37,0.49,4.21,0.18,3,3,0.137556703,0.121695125,,,,,8.147368421,0.002580647,,0.922,0.043508188,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,12.14,0.200146371,,69.7,0.429842733,,32.08,0.255531073,,NA,NA
120,120A,"Wei et al., 2023",2023,"Tenihe River Scientific Observation and Test Station, Inner Mongolia Academy of Agriculture and Animal Husbandry Sciences","49°55_N, 120°48_E ",49.91667,La40,120.8,Lo-0-180,37.33333206,MAP600,-3.975000143,MAT8,,Wheat,"Wheat, Potato, Wheat, Potato, Wheat, Potato, Wheat",Potato,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Solanaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,No_tillage,Retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,ITS1,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,3,3,0.100442853,0.082957362,,,,,7.05,-0.062932247,,2.688372093,0.214978823,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,350,0.055569851,,NA,NA
120,120B,"Wei et al., 2023",2023,"Tenihe River Scientific Observation and Test Station, Inner Mongolia Academy of Agriculture and Animal Husbandry Sciences","49°55_N, 120°48_E ",49.91667,La40,120.8,Lo-0-180,37.33333206,MAP600,-3.975000143,MAT8,,Wheat,"Wheat, Potato, Rape, Wheat, Potato, Rape, Wheat","Potato, Rape",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Perennial,Consistent,Reproductive stage,Rhizosphere,Medium,No_tillage,Retention,Fertilizer,D1-3,D5-10,,2,3,R3,6,V3-V4,ITS1,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,3,3,1.72509875,0.072138642,,,,,7.05,-0.053909629,,2.688372093,0.190255684,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,350,0.055569851,,NA,NA
120,120C,"Wei et al., 2023",2023,"Tenihe River Scientific Observation and Test Station, Inner Mongolia Academy of Agriculture and Animal Husbandry Sciences","49°55_N, 120°48_E ",49.91667,La40,120.8,Lo-0-180,37.33333206,MAP600,-3.975000143,MAT8,,Wheat,"Wheat, Rape, Wheat, Rape, Wheat, Rape, Wheat",Rapeseed,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Tillage,Retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,ITS1,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,3,3,0.619908452,0.152220965,,,,,7.05,-0.028778965,,2.688372093,0.173851531,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,350,0.028170877,,NA,NA
120,120D,"Wei et al., 2023",2023,"Tenihe River Scientific Observation and Test Station, Inner Mongolia Academy of Agriculture and Animal Husbandry Sciences","49°55_N, 120°48_E ",49.91667,La40,120.8,Lo-0-180,37.33333206,MAP600,-3.975000143,MAT8,,Wheat,"Wheat, Potato, Wheat, Potato, Wheat, Potato, Wheat",Potato,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Solanaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,No_tillage,Retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,ITS1,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,3,3,0.127350921,0.175233825,,,,,8.09,-0.073062593,,2.53372093,0.214941118,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,340,0.028987537,,NA,NA
120,120E,"Wei et al., 2023",2023,"Tenihe River Scientific Observation and Test Station, Inner Mongolia Academy of Agriculture and Animal Husbandry Sciences","49°55_N, 120°48_E ",49.91667,La40,120.8,Lo-0-180,37.33333206,MAP600,-3.975000143,MAT8,,Wheat,"Wheat, Potato, Rape, Wheat, Potato, Rape, Wheat","Potato, Rape",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Perennial,Consistent,Reproductive stage,Rhizosphere,Medium,No_tillage,Retention,Fertilizer,D1-3,D5-10,,2,3,R3,6,V3-V4,ITS1,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,3,3,0.913491533,0.245077394,,,,,8.09,-0.190014857,,2.53372093,0.211975407,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,340,0.057158414,,NA,NA
120,120F,"Wei et al., 2023",2023,"Tenihe River Scientific Observation and Test Station, Inner Mongolia Academy of Agriculture and Animal Husbandry Sciences","49°55_N, 120°48_E ",49.91667,La40,120.8,Lo-0-180,37.33333206,MAP600,-3.975000143,MAT8,,Wheat,"Wheat, Rape, Wheat, Rape, Wheat, Rape, Wheat",Rapeseed,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Tillage,Retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,ITS1,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,3,3,-0.373226638,0.183486851,,,,,8.09,-0.077059934,,2.53372093,0.203399665,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,340,0.028987537,,NA,NA
120,120M,"Wei et al., 2023",2023,"Tenihe River Scientific Observation and Test Station, Inner Mongolia Academy of Agriculture and Animal Husbandry Sciences","49°55_N, 120°48_E ",49.91667,La40,120.8,Lo-0-180,37.33333206,MAP600,-3.975000143,MAT8,,Wheat,"Wheat, Potato, Wheat, Potato, Wheat, Potato, Wheat",Potato,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Solanaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,No_tillage,Retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,ITS1,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,3,3,1.983134828,0.162172044,,,,,7.05,-0.062932247,,2.688372093,0.214978823,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,350,0.055569851,,NA,NA
120,120N,"Wei et al., 2023",2023,"Tenihe River Scientific Observation and Test Station, Inner Mongolia Academy of Agriculture and Animal Husbandry Sciences","49°55_N, 120°48_E ",49.91667,La40,120.8,Lo-0-180,37.33333206,MAP600,-3.975000143,MAT8,,Wheat,"Wheat, Potato, Rape, Wheat, Potato, Rape, Wheat","Potato, Rape",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Perennial,Consistent,Reproductive stage,Non-Rhizosphere,Medium,No_tillage,Retention,Fertilizer,D1-3,D5-10,,2,3,R3,6,V3-V4,ITS1,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,3,3,0.962410342,0.044362333,,,,,7.05,-0.053909629,,2.688372093,0.190255684,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,350,0.055569851,,NA,NA
120,120O,"Wei et al., 2023",2023,"Tenihe River Scientific Observation and Test Station, Inner Mongolia Academy of Agriculture and Animal Husbandry Sciences","49°55_N, 120°48_E ",49.91667,La40,120.8,Lo-0-180,37.33333206,MAP600,-3.975000143,MAT8,,Wheat,"Wheat, Rape, Wheat, Rape, Wheat, Rape, Wheat",Rapeseed,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Tillage,Retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,ITS1,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,3,3,0.628495208,0.103066706,,,,,7.05,-0.028778965,,2.688372093,0.173851531,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,350,0.028170877,,NA,NA
120,120P,"Wei et al., 2023",2023,"Tenihe River Scientific Observation and Test Station, Inner Mongolia Academy of Agriculture and Animal Husbandry Sciences","49°55_N, 120°48_E ",49.91667,La40,120.8,Lo-0-180,37.33333206,MAP600,-3.975000143,MAT8,,Wheat,"Wheat, Potato, Wheat, Potato, Wheat, Potato, Wheat",Potato,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Solanaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,No_tillage,Retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,ITS1,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,3,3,0.281164912,0.096654951,,,,,8.09,-0.073062593,,2.53372093,0.214941118,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,340,0.028987537,,NA,NA
120,120Q,"Wei et al., 2023",2023,"Tenihe River Scientific Observation and Test Station, Inner Mongolia Academy of Agriculture and Animal Husbandry Sciences","49°55_N, 120°48_E ",49.91667,La40,120.8,Lo-0-180,37.33333206,MAP600,-3.975000143,MAT8,,Wheat,"Wheat, Potato, Rape, Wheat, Potato, Rape, Wheat","Potato, Rape",,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Multiple,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Perennial,Consistent,Reproductive stage,Non-Rhizosphere,Medium,No_tillage,Retention,Fertilizer,D1-3,D5-10,,2,3,R3,6,V3-V4,ITS1,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,3,3,1.742887116,0.183826951,,,,,8.09,-0.190014857,,2.53372093,0.211975407,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,340,0.057158414,,NA,NA
